,job_no,task_no,task_inst_num_mean,task_inst_cpu_mean,task_inst_cpu_std,task_memory_mean,task_memory_std,task_inst_duration_mean,task_inst_duration_std
34,10,47,95.95744680851064,0.7219512195121951,0.24842154880997527,0.00885786039450321,0.0039035840015324255,60.829159082635606,50.39740186022591
35,10,46,32.5,0.7799331103678929,0.24820154895508517,0.010021137940972192,0.002398497939077623,43.20698468579476,63.12197728658835
36,10,50,64.48,0.7439516129032258,0.24992682331740143,0.009348660767074576,0.004198664078899627,303.8912079381512,909.4389429570258
37,10,35,135.14285714285714,0.7699788583509514,0.249200411755263,0.008884433112617357,0.004837133778670052,38.438071299879304,23.234649941350597
38,10,66,37.75757575757576,0.7144863563402889,0.2474647068048514,0.00955465638517358,0.0042939794471769524,68.74625140257162,67.60703469661212
39,10,235,12.063829787234043,0.7287477954144621,0.24909504973052843,0.007205288348352568,0.002075935799707929,51.41446208112875,39.017611769946654
40,10,42,91.21428571428571,0.6199164708953276,0.21352736865048452,0.008955029249639044,0.003363170120977672,89.50326285565127,67.19864061173783
41,10,39,75.8974358974359,0.5875,0.1899835519196333,0.008795391630597286,0.004036949516815142,85.10160647936071,80.53063893048886
42,10,50,71.82,0.892926761347814,0.19304990296376115,0.0069008346311497295,0.003611652716903549,60.83959899749373,66.02419688380557
43,10,35,59.34285714285714,0.6137698603755417,0.1805893390687719,0.00814780112760923,0.004132889474981791,80.43668753009148,58.792589179967216
44,10,72,46.763888888888886,0.6602316602316602,0.2233941933859436,0.00933321722802219,0.003449993884231622,82.77139845889846,57.30071067087785
45,10,65,49.30769230769231,0.5,0.0,0.009520568227279607,0.003237960645564633,118.24347147798954,100.20631209440438
46,10,43,38.97674418604651,0.6137529832935561,0.202550111267884,0.010934510277764067,0.003883474565367241,93.57756563245825,55.8121361932306
47,10,45,51.77777777777778,0.6899141630901288,0.24267198479190044,0.009440444797521834,0.003766380781693533,84.56394849785407,79.40661642180194
48,10,87,18.45977011494253,0.6957658779576589,0.24917198865758694,0.007413460878576408,0.002683378750079134,67.86538686057094,80.03853049116312
49,10,38,68.42105263157895,0.556923076923077,0.15881215877617158,0.010192183247084497,0.0037096497834768027,101.81215106000822,129.58402067317058
50,10,49,61.12244897959184,0.6670283806343906,0.22923371848843577,0.009267205927860078,0.003646266694334294,93.69616026711185,70.70833036682032
51,10,109,33.3394495412844,0.5719179966978536,0.11512804429463921,0.010637738437006548,0.0027144072054400272,195.0651433535724,179.42454779634215
52,10,58,29.655172413793103,0.665639534883721,0.2526997212793623,0.008489898080867125,0.0031193101812287296,40.914416919447255,50.72466322322477
53,10,60,46.31666666666667,0.8236056135300468,0.20650318801786896,0.007968272905382767,0.004568780443737952,77.1502053382226,69.1559262397532
54,10,55,77.56363636363636,0.5617440225035162,0.164541033284869,0.011084957100906607,0.0036498764292773227,93.99765588373184,58.12852602673062
55,10,68,53.61764705882353,0.8610806363137685,0.22358370133146147,0.00673496444785515,0.0024885180941327362,33.34530992868898,33.74810553438053
56,10,68,52.470588235294116,0.566535874439462,0.1105294324579747,0.010494891910874772,0.003214330921900728,85.51149103139015,95.9143505977369
57,10,68,20.16176470588235,0.575127644055434,0.1786607375065854,0.008858086144310025,0.002282902182344948,34.307804522246535,27.14963477360116
58,10,65,99.24615384615385,0.5694931018446753,0.18205676675688426,0.008956789652038144,0.0043418753669814455,39.50953340567353,61.854849077436576
59,10,95,66.90526315789474,0.5241189427312776,0.15899333556813336,0.007030123084480075,0.003449246688419162,142.1212856083682,126.73700642009099
60,10,53,103.50943396226415,0.6400200510390084,0.15737785847450544,0.009860807345498318,0.0038216152089516563,77.68027706890267,127.53659132671604
